gene	cabbage1	cabbage2	kale1	kale2	kale3	TO10001	TO10002	TO10003
Bo3g109710	Bo3g109710	0	0	0	0	0	2	3	1
Bo3g109720	Bo3g109720	0	0	4	0	1	2	3	2
Bo3g109730	Bo3g109730	48	176	99	67	36	96	139	102
Bo3g109740	Bo3g109740	17	30	21	16	12	133	118	116
Bo3g110740	Bo3g110740	0	0	0	0	2	3	16	8
Bo3g110750	Bo3g110750	0	0	0	0	0	1	3	2
Bo3g110760	Bo3g110760	0	1	0	0	2	0	1	1
Bo3g110770	Bo3g110770	98	268	282	254	214	609	752	729
Bo3g110810	Bo3g110810	0	0	0	0	0	0	0	2
Bo3g110820	Bo3g110820	0	0	0	0	0	0	2	0
Bo3g110830	Bo3g110830	1	3	0	0	0	0	4	7
Bo3g110850	Bo3g110850	47	138	149	86	55	163	168	136
Bo3g110860	Bo3g110860	0	0	0	0	1	1	2	1
Bo3g110870	Bo3g110870	17	57	67	46	23	76	76	78
Bo3g110880	Bo3g110880	1326	2901	2632	1894	902	2505	3918	3201
Bo3g110890	Bo3g110890	48	167	115	79	62	209	223	158
Bo3g110900	Bo3g110900	0	0	0	0	2	0	0	0
Bo3g110920	Bo3g110920	0	0	0	0	0	0	1	2
Bo3g110950	Bo3g110950	282	725	608	557	399	652	879	795
Bo3g110960	Bo3g110960	368	823	127	67	42	861	1161	1129
Bo3g110970	Bo3g110970	0	0	0	0	0	0	3	0
Bo3g110980	Bo3g110980	0	0	0	0	0	0	4	3
Bo3g110990	Bo3g110990	0	0	0	0	0	0	2	0
Bo3g111000	Bo3g111000	3	0	0	1	2	0	2	4
Bo3g111020	Bo3g111020	24	73	72	50	51	75	61	63
Bo3g111030	Bo3g111030	11	16	12	7	9	37	45	48
Bo3g111040	Bo3g111040	1	1	23	16	17	56	28	28
Bo3g111050	Bo3g111050	106	327	395	246	191	212	250	246
Bo3g111090	Bo3g111090	0	0	0	0	1	1	3	2
Bo3g111110	Bo3g111110	44	179	137	102	61	137	162	140
Bo3g111120	Bo3g111120	7	20	0	0	0	23	33	28
Bo3g111130	Bo3g111130	4	16	17	7	15	81	73	87
Bo3g111140	Bo3g111140	0	1	1	2	1	2	5	7
Bo3g111150	Bo3g111150	0	0	0	0	1	3	10	11
Bo3g111160	Bo3g111160	1	0	0	0	0	3	3	4
Bo3g111170	Bo3g111170	0	0	0	0	1	4	4	3
Bo3g111180	Bo3g111180	1	0	0	0	0	0	0	5
Bo3g111200	Bo3g111200	65	145	127	84	97	26	17	23
Bo3g111220	Bo3g111220	0	0	0	0	0	0	3	3
Bo3g111230	Bo3g111230	0	0	0	0	0	1	2	1
Bo3g111240	Bo3g111240	35	123	84	64	42	111	108	70
Bo3g111260	Bo3g111260	258	506	768	435	296	372	615	559
Bo3g112260	Bo3g112260	67	209	177	141	71	43	42	49
Bo3g112270	Bo3g112270	42	103	1	1	0	46	107	71
Bo3g112280	Bo3g112280	0	1	0	0	0	2	12	9
Bo3g113300	Bo3g113300	0	0	2	1	0	1	4	1
Bo3g113310	Bo3g113310	75	230	353	207	194	496	327	338
Bo3g113340	Bo3g113340	8	53	298	51	49	5	11	5
Bo3g113350	Bo3g113350	8	27	64	16	16	17	24	27
Bo3g113370	Bo3g113370	23	53	76	56	32	77	77	63
Bo3g113380	Bo3g113380	19	51	94	91	91	85	71	80
Bo3g113390	Bo3g113390	0	0	0	0	0	33	88	132
Bo3g113400	Bo3g113400	148	253	588	301	151	176	329	296
Bo3g113420	Bo3g113420	0	12	7	6	1	79	105	78
Bo3g113430	Bo3g113430	0	0	4	0	0	0	1	0
Bo3g113440	Bo3g113440	381	773	638	378	321	530	679	611
Bo3g113460	Bo3g113460	0	0	0	0	0	1	2	1
Bo3g113480	Bo3g113480	2	2	3	1	6	0	1	0
Bo3g113490	Bo3g113490	2	6	15	5	7	0	0	1
Bo3g113520	Bo3g113520	0	0	0	0	0	0	2	0
Bo3g113530	Bo3g113530	0	0	1	0	0	0	3	3
Bo3g113540	Bo3g113540	0	0	0	0	0	0	0	4
Bo3g113560	Bo3g113560	16	42	23	7	4	89	108	122
Bo3g113570	Bo3g113570	103	296	232	148	104	212	342	296
Bo3g113580	Bo3g113580	1	0	30	20	26	24	31	28
Bo3g113590	Bo3g113590	0	0	1	4	3	1	2	0
Bo3g113600	Bo3g113600	2	1	5	2	3	0	0	0
Bo3g113610	Bo3g113610	0	0	2	0	0	161	190	165
Bo3g113620	Bo3g113620	20	56	17	17	11	57	74	54
Bo3g113630	Bo3g113630	0	0	0	0	0	0	1	1
Bo3g113640	Bo3g113640	5	1	0	0	0	1	7	8
Bo3g113660	Bo3g113660	14	45	98	72	51	184	209	178
Bo3g113670	Bo3g113670	0	0	0	0	0	7	8	5
Bo3g113680	Bo3g113680	0	0	0	0	0	0	1	2
Bo3g113700	Bo3g113700	0	0	0	0	0	3	2	3
Bo3g113710	Bo3g113710	1	0	0	0	0	4	1	4
Bo3g113730	Bo3g113730	0	0	1	0	1	0	1	1
Bo3g113740	Bo3g113740	0	0	0	0	1	0	0	2
Bo3g113750	Bo3g113750	4	6	54	49	35	58	62	51
Bo3g113760	Bo3g113760	0	4	30	14	15	2	3	2
Bo3g113790	Bo3g113790	0	0	0	0	3	1	2	1
Bo3g113800	Bo3g113800	36	109	38	47	50	99	132	114
Bo3g113810	Bo3g113810	0	0	0	0	0	19	19	10
Bo3g113820	Bo3g113820	51	163	100	69	41	73	112	96
Bo3g113830	Bo3g113830	0	0	0	0	1	0	2	1
Bo3g113840	Bo3g113840	0	0	0	0	0	1	5	2
Bo3g113850	Bo3g113850	281	552	702	611	387	421	415	371
Bo3g114860	Bo3g114860	0	0	0	0	0	1	1	0
Bo3g114870	Bo3g114870	3	1	4	1	5	0	0	1
Bo3g114880	Bo3g114880	69	234	84	62	53	155	241	174
Bo3g114890	Bo3g114890	0	0	0	0	1	1	1	0
Bo3g114910	Bo3g114910	226	502	424	304	157	394	459	413
Bo3g114920	Bo3g114920	0	1	0	1	2	2	3	1
Bo3g114930	Bo3g114930	0	0	0	1	16	34	63	60
Bo3g114940	Bo3g114940	19	37	22	13	7	58	66	43
Bo3g114950	Bo3g114950	145	333	315	130	85	264	285	252
Bo3g114960	Bo3g114960	129	229	102	65	36	148	85	109
Bo3g114970	Bo3g114970	0	0	0	0	1	0	6	6
Bo3g114980	Bo3g114980	0	0	0	0	0	2	0	0
Bo3g115000	Bo3g115000	28	53	107	53	43	370	361	339
Bo3g115010	Bo3g115010	17	37	25	33	26	35	50	32
Bo3g115020	Bo3g115020	0	0	0	0	3	3	0	5
Bo3g115040	Bo3g115040	0	0	1	0	0	0	2	0
Bo3g115050	Bo3g115050	0	0	0	0	0	7	14	13
Bo3g115060	Bo3g115060	0	0	0	0	0	0	2	2
Bo3g115070	Bo3g115070	2	3	0	4	4	3	5	7
Bo3g115080	Bo3g115080	3	2	0	0	1	0	0	1
Bo3g115090	Bo3g115090	0	0	11	7	2	0	0	0
Bo3g115100	Bo3g115100	17	37	18	3	10	27	19	19
Bo3g116110	Bo3g116110	23	65	1	0	0	0	0	0
Bo3g116120	Bo3g116120	0	0	0	4	2	0	0	0
Bo3g116130	Bo3g116130	17	17	24	17	10	8	16	20
Bo3g116150	Bo3g116150	0	0	0	0	0	1	17	9
Bo3g116160	Bo3g116160	0	0	0	0	0	2	3	6
Bo3g116170	Bo3g116170	0	0	0	0	1	0	6	4
Bo3g116180	Bo3g116180	0	0	0	0	1	1	6	9
Bo3g116190	Bo3g116190	0	0	0	1	0	0	1	1
Bo3g116200	Bo3g116200	3	5	3	1	6	6	7	10
Bo3g116210	Bo3g116210	0	0	0	0	0	3	6	3
Bo3g116220	Bo3g116220	0	0	0	0	1	2	9	8
Bo3g116230	Bo3g116230	2	1	0	0	6	3	16	15
Bo3g116240	Bo3g116240	0	1	0	0	1	1	5	8
Bo3g116250	Bo3g116250	433	744	733	764	717	928	1340	1110
Bo3g116260	Bo3g116260	0	0	0	0	1	0	1	0
Bo3g116270	Bo3g116270	1574	4757	2724	2809	1460	2674	4037	3518
Bo3g116280	Bo3g116280	8	18	2	12	2	5	19	13
Bo3g117280	Bo3g117280	409	693	988	513	432	359	528	475
Bo3g117290	Bo3g117290	0	1	0	0	0	2	10	12
Bo3g117300	Bo3g117300	0	0	1	0	3	0	1	2
Bo3g117310	Bo3g117310	0	0	4	2	2	1	0	0
Bo3g117320	Bo3g117320	90	228	288	203	184	96	98	70
Bo3g117330	Bo3g117330	0	0	0	0	2	1	2	2
Bo3g117340	Bo3g117340	0	0	0	0	0	1	6	5
Bo3g118340	Bo3g118340	0	0	0	0	0	5	8	8
Bo3g118350	Bo3g118350	1	0	1	0	1	0	5	1
Bo3g118360	Bo3g118360	0	0	0	0	0	1	2	0
Bo3g118370	Bo3g118370	0	0	0	1	0	3	19	14
Bo3g118390	Bo3g118390	0	0	0	0	0	0	2	0
Bo3g118410	Bo3g118410	0	0	0	0	0	3	10	8
Bo3g118420	Bo3g118420	173	370	473	263	205	762	1049	892
Bo3g118430	Bo3g118430	0	2	14	18	11	10	17	11
Bo3g118450	Bo3g118450	139	342	807	664	571	362	252	263
Bo3g118460	Bo3g118460	17	31	62	124	99	39	36	52
Bo3g118470	Bo3g118470	0	0	0	0	1	6	6	8
Bo3g118480	Bo3g118480	0	0	0	0	1	6	10	9
Bo3g118500	Bo3g118500	0	0	0	1	1	2	8	6
Bo3g118520	Bo3g118520	0	0	0	0	2	0	3	7
Bo3g119530	Bo3g119530	0	0	0	0	0	0	1	2
Bo3g119540	Bo3g119540	0	0	1	0	0	0	4	1
Bo3g119560	Bo3g119560	0	0	0	0	2	0	5	3
Bo3g119570	Bo3g119570	0	0	0	0	1	0	9	5
Bo3g119580	Bo3g119580	0	1	75	72	64	17	18	14
Bo3g120590	Bo3g120590	2	11	5	0	0	16	15	13
Bo3g120600	Bo3g120600	0	0	0	0	0	2	7	1
Bo3g120650	Bo3g120650	0	0	0	0	0	1	2	0
Bo3g120680	Bo3g120680	0	0	1	1	0	0	0	0
Bo3g120690	Bo3g120690	0	0	0	0	0	0	2	1
Bo3g120710	Bo3g120710	0	0	0	0	8	0	5	1
Bo3g120720	Bo3g120720	0	0	3	0	0	0	0	0
Bo3g120730	Bo3g120730	27	77	64	53	38	66	74	51
Bo3g120750	Bo3g120750	20	45	163	58	59	57	54	44
Bo3g120770	Bo3g120770	30	61	32	15	9	49	61	56
Bo3g120780	Bo3g120780	0	0	0	0	0	1	4	2
Bo3g120790	Bo3g120790	2	0	0	1	11	4	14	15
Bo3g120800	Bo3g120800	0	0	0	0	0	0	7	6
Bo3g120820	Bo3g120820	0	0	0	0	0	0	2	0
Bo3g120840	Bo3g120840	16	36	52	30	26	17	21	14
Bo3g120860	Bo3g120860	0	0	0	0	0	0	1	1
Bo3g120880	Bo3g120880	44	151	145	121	64	139	125	141
Bo3g120920	Bo3g120920	15	63	89	93	74	123	123	110
Bo3g120930	Bo3g120930	29	55	48	47	29	49	71	68
Bo3g120940	Bo3g120940	102	454	14	21	39	71	28	22
Bo3g120950	Bo3g120950	0	0	0	0	0	1	2	0
Bo3g120960	Bo3g120960	23	32	28	15	10	12	15	6
Bo3g121960	Bo3g121960	310	667	647	570	324	573	640	592
Bo3g121970	Bo3g121970	0	5	1	0	0	3	6	1
Bo3g121990	Bo3g121990	0	1	0	0	0	1	5	3
Bo3g122000	Bo3g122000	13	41	43	26	15	9	22	10
Bo3g122010	Bo3g122010	41	88	230	90	81	96	97	130
Bo3g122020	Bo3g122020	59	236	295	220	162	219	260	211
Bo3g122030	Bo3g122030	0	0	4	4	2	0	0	0
Bo3g122050	Bo3g122050	4	4	0	0	0	1	0	0
Bo3g122060	Bo3g122060	0	0	0	0	0	0	1	2
Bo3g122070	Bo3g122070	0	0	0	0	3	1	3	6
Bo3g122080	Bo3g122080	27	61	121	78	84	97	85	97
Bo3g122090	Bo3g122090	1	0	0	0	0	0	0	1
Bo3g122110	Bo3g122110	21	46	12	19	10	54	38	42
Bo3g122120	Bo3g122120	0	2	12	0	4	1	0	0
Bo3g122130	Bo3g122130	0	0	0	0	0	0	3	3
Bo3g122160	Bo3g122160	71	150	201	121	100	128	210	185
Bo3g122180	Bo3g122180	18	80	50	52	36	84	90	84
Bo3g122190	Bo3g122190	0	1	0	0	0	1	4	3
Bo3g122200	Bo3g122200	13	5	4	7	13	0	1	0
Bo3g122210	Bo3g122210	0	0	1	0	0	1	2	5
Bo3g122250	Bo3g122250	0	0	0	0	0	14	26	23
Bo3g123260	Bo3g123260	0	0	0	0	0	1	6	6
Bo3g123280	Bo3g123280	0	0	0	1	4	1	6	12
Bo3g123290	Bo3g123290	0	2	0	0	3	0	4	6
Bo3g123300	Bo3g123300	0	0	0	1	1	1	3	2
Bo3g123310	Bo3g123310	0	0	0	0	1	0	4	1
Bo3g123320	Bo3g123320	0	0	0	0	0	0	2	4
Bo3g123340	Bo3g123340	0	0	0	0	1	0	7	5
Bo3g123350	Bo3g123350	0	0	0	0	7	4	17	20
Bo3g123360	Bo3g123360	0	0	0	0	1	1	3	0
Bo3g123380	Bo3g123380	29	57	12	7	2	42	30	20
Bo3g123390	Bo3g123390	0	0	0	0	0	0	2	2
Bo3g123400	Bo3g123400	11	38	43	27	17	53	42	40
Bo3g123410	Bo3g123410	0	7	2	14	4	4	8	2
Bo3g123420	Bo3g123420	0	1	1	0	5	0	0	1
Bo3g123430	Bo3g123430	0	0	0	0	2	0	0	0
Bo3g123480	Bo3g123480	3	8	3	4	3	1	2	1
Bo3g123520	Bo3g123520	0	0	0	1	1	1	2	0
Bo3g123550	Bo3g123550	123	503	491	408	255	297	316	261
Bo3g123560	Bo3g123560	39	73	162	149	102	151	151	153
Bo3g123590	Bo3g123590	444	780	414	361	248	881	1214	990
Bo3g123600	Bo3g123600	0	0	9	2	3	6	3	2
Bo3g123610	Bo3g123610	0	0	0	0	0	1	3	2
Bo3g123630	Bo3g123630	40	98	134	173	122	147	122	90
Bo3g123640	Bo3g123640	0	0	0	1	4	5	16	28
Bo3g123650	Bo3g123650	0	0	0	0	0	0	1	1
Bo3g123670	Bo3g123670	13	38	0	0	2	50	53	48
Bo3g123680	Bo3g123680	20	38	79	64	70	29	45	34
Bo3g123690	Bo3g123690	0	0	0	0	0	0	0	3
Bo3g123700	Bo3g123700	0	0	0	0	0	0	3	3
Bo3g123710	Bo3g123710	0	0	0	0	0	1	5	1
Bo3g123720	Bo3g123720	0	0	2	0	0	3	2	0
Bo3g123730	Bo3g123730	1	0	0	0	0	2	6	9
Bo3g123740	Bo3g123740	30	48	117	48	47	116	126	129
Bo3g123750	Bo3g123750	1	0	2	1	1	4	5	5
Bo3g123760	Bo3g123760	0	0	0	0	0	7	17	8
Bo3g123790	Bo3g123790	0	0	0	0	1	1	3	2
Bo3g123800	Bo3g123800	0	0	0	0	1	1	0	0
Bo3g123810	Bo3g123810	0	0	0	0	0	0	1	2
Bo3g123820	Bo3g123820	0	0	0	0	0	0	3	1
Bo3g123830	Bo3g123830	0	1	1	0	5	3	16	8
Bo3g123850	Bo3g123850	0	1	2	1	4	0	0	0
Bo3g123860	Bo3g123860	0	0	6	0	5	0	1	1
Bo3g123870	Bo3g123870	86	238	315	174	144	13	19	16
Bo3g123880	Bo3g123880	68	173	375	335	279	441	390	381
Bo3g123900	Bo3g123900	0	1	0	0	0	11	12	6
Bo3g123910	Bo3g123910	113	372	257	179	115	246	310	308
Bo3g123920	Bo3g123920	41	111	88	50	70	115	136	117
Bo3g124920	Bo3g124920	0	0	0	0	0	2	1	0
Bo3g124940	Bo3g124940	0	3	2	3	0	2	3	1
Bo3g124950	Bo3g124950	0	0	0	0	0	0	1	1
Bo3g124960	Bo3g124960	0	0	0	0	1	0	2	5
Bo3g124970	Bo3g124970	0	0	1	0	2	2	1	0
Bo3g124980	Bo3g124980	0	0	0	0	6	0	3	8
Bo3g124990	Bo3g124990	0	0	0	0	2	5	2	1
Bo3g125000	Bo3g125000	0	0	0	0	4	0	2	1
Bo3g125020	Bo3g125020	20	93	90	67	52	118	119	126
Bo3g125040	Bo3g125040	0	0	0	0	0	3	0	0
Bo3g125050	Bo3g125050	2	1	2	0	2	119	103	116
Bo3g125060	Bo3g125060	3	1	1	0	1	11	18	12
Bo3g125070	Bo3g125070	0	0	1	0	0	0	0	2
Bo3g125090	Bo3g125090	3	14	1	0	1	2	2	4
Bo3g125110	Bo3g125110	0	0	0	0	0	1	3	6
Bo3g125120	Bo3g125120	0	0	0	0	0	3	4	4
Bo3g126120	Bo3g126120	0	0	0	0	0	1	2	2
Bo3g126140	Bo3g126140	0	0	0	0	1	2	0	3
Bo3g126150	Bo3g126150	0	0	1	0	0	1	4	1
Bo3g126160	Bo3g126160	29	75	78	100	90	112	75	77
Bo3g126170	Bo3g126170	0	0	0	0	1	1	0	1
Bo3g126180	Bo3g126180	0	0	0	0	1	1	0	1
Bo3g126200	Bo3g126200	3	10	15	19	5	28	38	26
Bo3g127210	Bo3g127210	0	0	1	2	5	18	47	51
Bo3g127220	Bo3g127220	43	104	91	142	63	182	163	149
Bo3g127230	Bo3g127230	240	538	420	303	171	429	523	398
Bo3g127240	Bo3g127240	0	1	1	1	3	9	16	14
Bo3g127250	Bo3g127250	0	0	0	0	0	1	1	2
Bo3g127260	Bo3g127260	0	0	0	0	0	3	4	6
Bo3g127270	Bo3g127270	0	0	0	0	1	1	3	3
Bo3g127280	Bo3g127280	0	0	1	0	0	0	1	0
Bo3g127290	Bo3g127290	0	1	0	0	0	0	0	1
Bo3g127310	Bo3g127310	80	229	143	156	113	329	358	312
Bo3g127330	Bo3g127330	0	0	9	14	8	2	6	1
Bo3g127360	Bo3g127360	0	7	0	0	0	1	0	3
Bo3g127370	Bo3g127370	0	0	0	0	0	0	2	0
Bo3g127380	Bo3g127380	4	20	11	7	4	19	19	9
Bo3g127390	Bo3g127390	0	0	1	2	3	8	8	4
Bo3g127400	Bo3g127400	0	0	0	0	0	33	33	28
Bo3g127410	Bo3g127410	40	93	87	67	60	68	68	72
Bo3g127430	Bo3g127430	0	0	0	0	1	0	4	4
Bo3g127440	Bo3g127440	139	312	394	252	177	333	346	344
Bo3g127460	Bo3g127460	51	203	158	120	86	244	221	216
Bo3g127470	Bo3g127470	50	149	115	107	68	124	161	155
Bo3g127480	Bo3g127480	0	0	3	0	1	3	8	0
Bo3g127490	Bo3g127490	50	94	120	114	60	11	15	12
Bo3g127500	Bo3g127500	0	0	5	3	0	2	0	0
Bo3g127520	Bo3g127520	153	327	136	166	77	289	379	295
Bo3g127540	Bo3g127540	0	0	0	0	0	1	0	2
Bo3g127550	Bo3g127550	0	0	0	0	2	0	0	0
Bo3g127560	Bo3g127560	61	126	201	100	104	122	131	126
Bo3g127570	Bo3g127570	0	0	4	0	0	2	6	4
Bo3g127580	Bo3g127580	0	0	0	1	1	0	0	0
Bo3g127590	Bo3g127590	5	6	25	14	13	73	48	48
Bo3g127600	Bo3g127600	190	274	733	99	89	92	260	228
Bo3g127620	Bo3g127620	0	0	0	0	2	0	0	0
Bo3g127630	Bo3g127630	4	17	17	23	25	47	35	36
Bo3g127650	Bo3g127650	42	94	108	96	53	74	88	73
Bo3g127660	Bo3g127660	126	251	143	134	54	172	267	229
Bo3g127670	Bo3g127670	14	108	92	79	46	125	124	155
Bo3g127680	Bo3g127680	0	0	0	0	0	1	1	2
Bo3g127710	Bo3g127710	0	1	0	0	1	0	0	0
Bo3g127720	Bo3g127720	61	183	140	96	66	101	153	118
Bo3g128720	Bo3g128720	0	0	0	0	1	0	8	9
Bo3g128730	Bo3g128730	0	0	0	0	0	1	2	2
Bo3g128740	Bo3g128740	0	0	0	0	2	10	20	22
Bo3g128750	Bo3g128750	0	4	9	9	11	28	26	25
Bo3g128760	Bo3g128760	2	0	3	2	3	5	8	6
Bo3g128770	Bo3g128770	48	128	262	232	162	232	252	223
Bo3g129780	Bo3g129780	0	0	4	0	2	1	2	4
Bo3g129790	Bo3g129790	88	122	55	54	51	94	147	137
Bo3g129800	Bo3g129800	0	0	0	1	1	0	0	0
Bo3g129810	Bo3g129810	75	144	122	38	49	47	57	57
Bo3g129830	Bo3g129830	7	41	38	30	23	64	48	66
Bo3g129870	Bo3g129870	158	365	324	267	203	447	427	411
Bo3g129880	Bo3g129880	0	1	0	1	4	2	3	1
Bo3g129890	Bo3g129890	33	149	109	75	74	146	165	151
Bo3g129900	Bo3g129900	0	2	5	2	8	6	4	2
Bo3g129910	Bo3g129910	25	90	66	52	39	104	111	97
Bo3g129920	Bo3g129920	0	0	12	11	5	0	1	0
Bo3g129930	Bo3g129930	2	4	15	16	16	26	59	36
Bo3g129940	Bo3g129940	77	310	221	127	109	230	243	224
Bo3g129950	Bo3g129950	5	16	1	0	0	0	0	0
Bo3g129960	Bo3g129960	0	0	0	1	0	1	0	1
Bo3g129970	Bo3g129970	0	1	2	0	0	32	21	15
Bo3g129980	Bo3g129980	3	2	0	0	0	2	1	0
Bo3g129990	Bo3g129990	0	1	0	0	0	2	3	0
Bo3g130000	Bo3g130000	0	0	0	0	0	1	7	3
Bo3g130010	Bo3g130010	58	153	160	97	54	113	120	105
Bo3g130020	Bo3g130020	0	0	0	1	1	1	1	1
Bo3g130030	Bo3g130030	36	73	78	105	68	106	87	83
Bo3g130040	Bo3g130040	90	300	165	145	86	111	132	152
Bo3g130050	Bo3g130050	0	8	4	15	9	1	5	6
Bo3g130080	Bo3g130080	0	0	0	0	0	0	3	0
Bo3g130110	Bo3g130110	31	74	48	33	28	63	73	85
Bo3g130120	Bo3g130120	15	36	54	31	19	57	51	66
Bo3g130140	Bo3g130140	0	0	0	1	8	0	10	6
Bo3g130150	Bo3g130150	33	56	138	110	107	163	156	144
Bo3g130170	Bo3g130170	0	0	0	0	0	0	1	1
Bo3g130200	Bo3g130200	6	16	32	35	14	11	23	23
Bo3g130210	Bo3g130210	23	75	94	47	33	62	65	56
Bo3g130220	Bo3g130220	16	56	70	52	44	91	97	105
Bo3g130250	Bo3g130250	63	146	88	81	69	139	238	158
Bo3g130260	Bo3g130260	104	301	126	167	60	103	160	138
Bo3g130270	Bo3g130270	308	742	731	610	368	476	584	521
Bo3g130280	Bo3g130280	137	316	362	403	225	238	264	178
Bo3g130300	Bo3g130300	68	140	234	137	123	89	115	110
Bo3g130310	Bo3g130310	0	0	0	0	0	1	3	3
Bo3g130320	Bo3g130320	1	0	0	0	0	0	1	1
Bo3g130340	Bo3g130340	10	35	102	41	47	41	29	22
Bo3g130360	Bo3g130360	0	0	0	1	1	1	4	3
Bo3g130370	Bo3g130370	0	0	0	0	0	0	3	0
Bo3g130380	Bo3g130380	1	0	0	0	0	6	1	4
Bo3g130390	Bo3g130390	0	0	0	0	1	0	4	5
Bo3g130410	Bo3g130410	177	398	282	138	71	221	332	248
Bo3g130420	Bo3g130420	30	99	165	148	101	243	263	214
Bo3g130430	Bo3g130430	9	69	782	305	179	3	4	3
Bo3g130440	Bo3g130440	0	0	0	0	1	1	1	3
Bo3g130450	Bo3g130450	0	0	0	0	0	3	10	5
Bo3g130460	Bo3g130460	0	0	0	0	0	0	2	1
Bo3g130480	Bo3g130480	0	0	0	0	0	0	2	0
Bo3g130490	Bo3g130490	31	99	170	117	112	195	173	176
Bo3g130500	Bo3g130500	0	0	0	0	1	1	1	3
Bo3g131510	Bo3g131510	0	0	0	0	1	0	2	0
Bo3g131520	Bo3g131520	89	249	331	258	193	266	338	302
Bo3g132530	Bo3g132530	42	193	115	105	48	29	24	15
Bo3g132570	Bo3g132570	83	145	206	177	110	169	219	220
Bo3g132580	Bo3g132580	0	0	0	0	1	0	2	0
Bo3g132610	Bo3g132610	1	0	0	0	0	1	9	13
Bo3g132620	Bo3g132620	0	0	0	0	0	0	9	1
Bo3g132630	Bo3g132630	0	0	0	0	0	1	1	3
Bo3g132650	Bo3g132650	0	0	0	0	0	1	1	6
Bo3g132660	Bo3g132660	0	0	0	0	0	1	1	1
Bo3g132670	Bo3g132670	0	0	0	0	0	1	1	0
Bo3g132690	Bo3g132690	0	0	0	1	0	0	0	1
Bo3g132700	Bo3g132700	0	0	0	0	0	0	2	3
Bo3g132710	Bo3g132710	0	0	0	0	0	3	5	3
Bo3g132730	Bo3g132730	308	1111	64	52	63	175	103	111
Bo3g132740	Bo3g132740	0	0	0	0	1	0	3	2
Bo3g132750	Bo3g132750	0	0	0	2	3	2	2	4
Bo3g132760	Bo3g132760	0	0	0	0	0	0	2	0
Bo3g132770	Bo3g132770	1	9	17	13	8	8	21	17
Bo3g132780	Bo3g132780	31	108	96	32	38	149	123	100
Bo3g132800	Bo3g132800	35	57	42	19	17	82	80	47
Bo3g132810	Bo3g132810	79	125	5	2	3	640	518	397
Bo3g132820	Bo3g132820	0	0	0	0	0	0	2	4
Bo3g132830	Bo3g132830	0	0	0	0	0	1	1	1
Bo3g132850	Bo3g132850	0	0	4	1	1	0	0	0
Bo3g132860	Bo3g132860	0	0	0	0	0	1	1	0
Bo3g132870	Bo3g132870	3	2	0	0	0	11	16	12
Bo3g132900	Bo3g132900	176	413	474	282	273	914	972	988
Bo3g132910	Bo3g132910	0	0	1	1	2	0	5	5
Bo3g132940	Bo3g132940	30	119	50	47	46	83	98	95
Bo3g132950	Bo3g132950	68	110	81	59	32	101	117	108
Bo3g132960	Bo3g132960	160	280	258	207	100	224	347	307
Bo3g132970	Bo3g132970	0	0	0	0	2	3	8	15
Bo3g132990	Bo3g132990	0	0	1	0	1	1	1	1
Bo3g133000	Bo3g133000	104	196	160	108	55	120	186	176
Bo3g133010	Bo3g133010	0	0	3	1	1	2	4	2
Bo3g133020	Bo3g133020	0	0	0	1	0	11	20	18
Bo3g133050	Bo3g133050	0	0	0	0	0	0	4	1
Bo3g134050	Bo3g134050	1157	3922	2539	2400	1112	3424	4967	4289
Bo3g134060	Bo3g134060	3	25	16	20	15	28	35	24
Bo3g134070	Bo3g134070	62	156	121	92	60	167	228	183
Bo3g134080	Bo3g134080	29	76	85	101	83	131	100	113
Bo3g134090	Bo3g134090	0	0	0	0	1	0	0	1
Bo3g134100	Bo3g134100	438	1189	1592	1411	1170	1733	1673	1577
Bo3g134110	Bo3g134110	58	160	153	139	87	169	158	161
Bo3g134120	Bo3g134120	28	46	56	35	20	73	87	69
Bo3g134130	Bo3g134130	257	1010	682	433	347	634	657	640
Bo3g134140	Bo3g134140	149	454	320	302	182	374	437	439
Bo3g134150	Bo3g134150	2	0	44	13	18	8	16	15
Bo3g134160	Bo3g134160	0	0	16	34	17	16	34	23
Bo3g134170	Bo3g134170	0	0	0	0	0	0	2	1
Bo3g134180	Bo3g134180	8	19	9	2	5	5	12	12
Bo3g134190	Bo3g134190	37	107	171	125	100	155	135	127
Bo3g134200	Bo3g134200	176	167	47	64	188	440	424	521
Bo3g134210	Bo3g134210	20	82	88	65	31	20	27	26
Bo3g134220	Bo3g134220	3	2	7	4	1	50	22	22
Bo3g134240	Bo3g134240	0	0	0	1	4	8	10	23
Bo3g134250	Bo3g134250	0	0	0	0	2	6	14	11
Bo3g134260	Bo3g134260	0	0	0	2	2	1	5	3
Bo3g134270	Bo3g134270	99	193	193	108	48	270	443	393
Bo3g134280	Bo3g134280	77	441	220	139	116	212	237	182
Bo3g134290	Bo3g134290	484	1682	2067	1880	1473	69	102	97
Bo3g134300	Bo3g134300	0	7	1	1	3	0	0	0
Bo3g134310	Bo3g134310	0	0	24	23	9	0	1	3
Bo3g134320	Bo3g134320	1	18	10	8	6	3	14	5
Bo3g134340	Bo3g134340	0	0	0	0	0	2	4	8
Bo3g134350	Bo3g134350	0	0	0	0	0	2	1	0
Bo3g134360	Bo3g134360	0	0	0	0	0	1	1	3
Bo3g134370	Bo3g134370	0	0	0	0	0	1	0	1
